Date,SPY,XLE,XOP
2017-01-03 14:30:00,225.24,76.17,168.04
2017-01-04 14:30:00,226.58,76.01,168.84
2017-01-05 14:30:00,226.4,75.82,168.32
2017-01-06 14:30:00,227.21,75.89,167.08
2017-01-09 14:30:00,226.46,74.79,162.4
2017-01-10 14:30:00,226.46,74.11,162.4
2017-01-11 14:30:00,227.1,74.91,164.0
2017-01-12 14:30:00,226.53,74.6,162.88
2017-01-13 14:30:00,227.05,74.38,161.88
2017-01-17 14:30:00,226.25,74.84,164.44
2017-01-18 14:30:00,226.75,74.67,164.2
2017-01-19 14:30:00,225.91,74.26,163.76
2017-01-20 14:30:00,226.74,74.54,164.52
2017-01-23 14:30:00,226.15,73.75,162.8
2017-01-24 14:30:00,227.6,74.56,165.36
2017-01-25 14:30:00,229.57,74.95,166.44
2017-01-26 14:30:00,229.33,75.01,167.2
2017-01-27 14:30:00,228.97,74.23,165.2
2017-01-30 14:30:00,227.55,72.87,160.64
2017-01-31 14:30:00,227.53,72.9,160.32
2017-02-01 14:30:00,227.62,72.36,159.12
2017-02-02 14:30:00,227.77,72.77,160.2
2017-02-03 14:30:00,229.34,73.4,162.72
2017-02-06 14:30:00,228.93,72.78,160.24
2017-02-07 14:30:00,228.94,71.75,156.36
2017-02-08 14:30:00,229.24,71.92,156.72
2017-02-09 14:30:00,230.6,72.73,159.6
2017-02-10 14:30:00,231.51,73.28,161.4
2017-02-13 14:30:00,232.77,73.42,160.12
2017-02-14 14:30:00,233.7,73.66,161.4
2017-02-15 14:30:00,234.92,73.37,160.76
2017-02-16 14:30:00,234.72,72.37,158.08
2017-02-17 14:30:00,235.09,71.97,157.28
2017-02-21 14:30:00,236.49,72.46,159.24
2017-02-22 14:30:00,236.28,71.36,154.64
2017-02-23 14:30:00,236.44,71.66,154.52
2017-02-24 14:30:00,236.74,70.99,151.48
2017-02-27 14:30:00,237.11,71.6,152.68
2017-02-28 14:30:00,236.47,71.38,151.44
2017-03-01 14:30:00,239.78,72.81,155.56
2017-03-02 14:30:00,238.27,72.12,151.8
2017-03-03 14:30:00,238.42,71.99,151.44
2017-03-06 14:30:00,237.71,72.15,152.4
2017-03-07 14:30:00,237.0,71.51,150.24
2017-03-08 14:30:00,236.56,69.65,143.8
2017-03-09 14:30:00,236.86,70.11,144.8
2017-03-10 14:30:00,237.69,70.01,144.44
2017-03-13 13:30:00,237.81,70.02,145.44
2017-03-14 13:30:00,236.9,69.23,143.52
2017-03-15 13:30:00,238.95,70.77,147.88
2017-03-16 13:30:00,238.48,70.27,146.28
2017-03-17 13:30:00,237.03,69.8,145.76
2017-03-20 13:30:00,236.77,69.746,145.9652
2017-03-21 13:30:00,233.73,69.21,142.76
2017-03-22 13:30:00,234.28,69.11,141.24
2017-03-23 13:30:00,234.03,68.83,140.68
2017-03-24 13:30:00,233.86,68.56,140.84
2017-03-27 13:30:00,233.62,68.24,141.48
2017-03-28 13:30:00,235.32,69.21,145.16
2017-03-29 13:30:00,235.54,70.16,149.04
2017-03-30 13:30:00,236.29,70.14,147.76
2017-03-31 13:30:00,235.74,69.9,149.76
2017-04-03 13:30:00,235.33,69.78,149.16
2017-04-04 13:30:00,235.48,70.29,151.16
2017-04-05 13:30:00,234.78,70.07,147.6
2017-04-06 13:30:00,235.44,70.63,149.64
2017-04-07 13:30:00,235.2,70.36,148.88
2017-04-10 13:30:00,235.34,70.89,151.36
2017-04-11 13:30:00,235.06,70.9,151.56
2017-04-12 13:30:00,234.03,70.6,148.84
2017-04-13 13:30:00,232.51,69.31,145.32
2017-04-17 13:30:00,234.57,69.46,145.96
2017-04-18 13:30:00,233.87,68.81,143.76
2017-04-19 13:30:00,233.44,67.8,139.8
2017-04-20 13:30:00,235.34,68.13,139.96
2017-04-21 13:30:00,234.59,67.79,140.44
2017-04-24 13:30:00,237.17,68.19,141.52
2017-04-25 13:30:00,238.55,68.77,144.36
2017-04-26 13:30:00,238.4,68.54,143.48
2017-04-27 13:30:00,238.6,67.79,141.0
2017-04-28 13:30:00,238.08,67.84,139.8
2017-05-01 13:30:00,238.68,67.65,139.56
2017-05-02 13:30:00,238.77,67.31,138.68
2017-05-03 13:30:00,238.48,67.5,138.76
2017-05-04 13:30:00,238.76,66.26,134.04
2017-05-05 13:30:00,239.7,67.31,139.32
2017-05-08 13:30:00,239.66,67.79,141.16
2017-05-09 13:30:00,239.44,67.23,139.36
2017-05-10 13:30:00,239.87,68.12,142.56
2017-05-11 13:30:00,239.38,67.98,141.72
2017-05-12 13:30:00,238.98,67.75,141.16
2017-05-15 13:30:00,240.3,68.28,142.2
2017-05-16 13:30:00,240.08,67.94,140.84
2017-05-17 13:30:00,235.82,67.27,138.76
2017-05-18 13:30:00,236.77,67.25,138.76
2017-05-19 13:30:00,238.31,68.08,142.08
2017-05-22 13:30:00,239.52,67.93,140.96
2017-05-23 13:30:00,240.05,68.09,140.84
2017-05-24 13:30:00,240.61,67.73,139.0
2017-05-25 13:30:00,241.76,66.5,135.4
2017-05-26 13:30:00,241.71,66.61,135.72
2017-05-30 13:30:00,241.5,65.72,131.92
2017-05-31 13:30:00,241.44,65.44,130.28
2017-06-01 13:30:00,243.36,65.85,132.04
2017-06-02 13:30:00,244.17,65.09,129.28
2017-06-05 13:30:00,243.99,65.21,128.88
2017-06-06 13:30:00,243.21,65.98,132.16
2017-06-07 13:30:00,243.66,65.05,126.72
2017-06-08 13:30:00,243.78,64.86,125.72
2017-06-09 13:30:00,243.41,66.42,130.44
2017-06-12 13:30:00,243.36,66.89,131.28
2017-06-13 13:30:00,244.55,67.39,134.64
2017-06-14 13:30:00,244.24,66.17,128.8
2017-06-15 13:30:00,243.77,65.67,125.64
2017-06-16 13:30:00,242.64,66.3,126.6
2017-06-19 13:30:00,244.66,65.88,126.24
2017-06-20 13:30:00,243.01,65.04,124.76
2017-06-21 13:30:00,242.95,63.99,120.68
2017-06-22 13:30:00,242.84,63.95,120.84
2017-06-23 13:30:00,243.13,64.38,124.08
2017-06-26 13:30:00,243.29,64.24,124.4
2017-06-27 13:30:00,241.33,64.14,124.52
2017-06-28 13:30:00,243.49,64.49,125.24
2017-06-29 13:30:00,241.35,64.63,126.8
2017-06-30 13:30:00,241.8,64.92,127.68
2017-07-03 13:30:00,242.21,66.17,130.44
2017-07-05 13:30:00,242.77,64.83,126.0
2017-07-06 13:30:00,240.55,64.11,123.16
2017-07-07 13:30:00,242.11,64.01,122.64
2017-07-10 13:30:00,242.37,64.22,124.52
2017-07-11 13:30:00,242.19,64.57,125.64
2017-07-12 13:30:00,244.01,64.75,125.6
2017-07-13 13:30:00,244.42,65.01,126.56
2017-07-14 13:30:00,245.56,65.4,127.64
2017-07-17 13:30:00,245.53,65.32,127.56
2017-07-18 13:30:00,245.66,65.01,126.0
2017-07-19 13:30:00,246.99,65.96,130.64
2017-07-20 13:30:00,247.1,65.76,128.16
2017-07-21 13:30:00,246.88,65.11,126.6
2017-07-24 13:30:00,246.82,64.99,126.48
2017-07-25 13:30:00,247.42,65.81,130.52
2017-07-26 13:30:00,247.43,65.88,130.32
2017-07-27 13:30:00,247.2,66.55,131.64
2017-07-28 13:30:00,246.91,66.47,131.36
2017-07-31 13:30:00,246.77,66.62,130.08
2017-08-01 13:30:00,247.32,66.61,129.12
2017-08-02 13:30:00,247.44,66.36,126.64
2017-08-03 13:30:00,246.96,65.43,122.2
2017-08-04 13:30:00,247.41,65.64,125.08
2017-08-07 13:30:00,247.87,65.14,123.04
2017-08-08 13:30:00,247.26,64.99,122.84
2017-08-09 13:30:00,247.25,65.05,123.28
2017-08-10 13:30:00,243.76,64.36,121.48
2017-08-11 13:30:00,244.12,63.94,121.72
2017-08-14 13:30:00,246.54,63.75,120.4
2017-08-15 13:30:00,246.51,63.51,119.88
2017-08-16 13:30:00,246.94,62.9,118.2
2017-08-17 13:30:00,243.09,62.01,116.4
2017-08-18 13:30:00,242.71,62.32,117.84
2017-08-21 13:30:00,242.9,62.0,116.36
2017-08-22 13:30:00,245.44,62.41,117.36
2017-08-23 13:30:00,244.56,62.68,118.48
2017-08-24 13:30:00,243.99,62.72,118.76
2017-08-25 13:30:00,244.56,63.0,119.04
2017-08-28 13:30:00,244.57,62.72,118.32
2017-08-29 13:30:00,244.85,62.64,118.16
2017-08-30 13:30:00,246.01,62.67,118.48
2017-08-31 13:30:00,247.49,62.97,120.64
2017-09-01 13:30:00,247.84,63.58,122.44
2017-09-05 13:30:00,246.06,63.93,121.68
2017-09-06 13:30:00,246.9,64.97,123.72
2017-09-07 13:30:00,246.87,65.09,123.04
2017-09-08 13:30:00,246.58,64.4,119.56
2017-09-11 13:30:00,249.21,65.01,120.68
2017-09-12 13:30:00,250.05,65.41,123.32
2017-09-13 13:30:00,250.17,66.23,126.76
2017-09-14 13:30:00,250.09,66.55,127.4
2017-09-15 13:30:00,249.19,65.84,127.32
2017-09-18 13:30:00,249.72,66.12,128.44
2017-09-19 13:30:00,249.97,66.39,128.72
2017-09-20 13:30:00,250.06,66.84,131.44
2017-09-21 13:30:00,249.39,66.86,131.64
2017-09-22 13:30:00,249.44,67.2,132.16
2017-09-25 13:30:00,248.93,68.17,135.92
